Age,Gender,Weight (kg),Height (m),BMI,Low_BPM,Avg_BPM,High_BPM,Session_Duration (hours),Calories_Burned,Daily_Calorie_Intake (kcal),Calorie_Balance (kcal),Protein_Intake (g/day),Workout_Type,Workout_Frequency (days/week),Rest_Days_Per_Week,Fitness_Goal,Preferred_Workout_Time,Fat_Percentage,Water_Intake (liters),Experience_Level,Membership_Duration (months),Work_Type,Income_Level,Diet_Type,Sleep_Hours_Per_Day,Smoking,Alcohol_Consumption,Medical_Condition
48,Female,66.3,1.6,25.5,100,150,172,0.6,433.3,1715.0,1282.0,121.7,Cardio,2,5,Weight Loss,Evening,33.5,1.5,1,1,Mixed,High,Balanced,7.3,No,None,None
57,Female,43.3,1.8,14.5,100,161,190,1.4,988.7,1272.0,283.0,74.2,Cardio,2,4,Endurance,Morning,25.4,1.7,1,11,Active,Low,Vegan,5.7,No,Occasional,None
47,Female,49.8,1.7,17.5,100,146,173,1.5,981.8,1570.0,588.0,78.7,HIIT,3,4,Endurance,Evening,25.6,1.7,2,7,Sedentary,High,Balanced,7.5,No,Occasional,Asthma
19,Male,127.1,1.8,37.9,100,131,162,0.8,605.8,3149.0,2543.0,224.9,HIIT,3,4,Weight Loss,Night,25.8,2.3,1,3,Sedentary,Low,Vegetarian,7.7,No,Occasional,Hypertension
22,Male,96.7,1.9,27.7,100,135,152,0.5,385.6,3230.0,2844.0,211.5,Cardio,2,4,Muscle Gain,Afternoon,21.7,2.2,1,3,Active,Low,High-Protein,7.8,No,Occasional,None
38,Female,56.3,1.6,22.1,100,151,171,0.9,676.4,1513.0,837.0,60.7,Yoga,2,4,General Fitness,Evening,33.0,2.0,1,8,Sedentary,Low,Vegan,7.0,No,Occasional,None
28,Male,120.9,1.8,37.7,100,168,187,0.8,733.4,4068.0,3335.0,180.4,Yoga,2,5,Endurance,Evening,27.8,3.4,1,5,Sedentary,Middle,Vegetarian,6.8,No,Regular,None
48,Male,115.3,1.9,31.0,100,123,154,1.4,857.7,3460.0,2602.0,183.6,HIIT,2,4,Endurance,Evening,29.1,3.2,1,9,Sedentary,Low,High-Protein,7.5,No,Occasional,Asthma
53,Female,76.1,1.7,25.4,100,153,169,1.0,686.3,2436.0,1750.0,170.0,Cardio,3,4,General Fitness,Morning,27.1,2.0,1,3,Active,Middle,High-Protein,8.2,Yes,Occasional,None
20,Female,54.4,1.6,21.5,100,143,172,1.6,1151.0,1615.0,464.0,140.3,HIIT,4,3,General Fitness,Evening,20.2,2.7,3,71,Mixed,Middle,High-Protein,7.4,No,Occasional,Obesity
58,Male,90.6,1.7,30.9,100,149,168,0.9,662.0,2435.0,1773.0,220.6,HIIT,2,4,Weight Loss,Morning,28.3,2.1,1,6,Mixed,Middle,High-Protein,6.0,No,Regular,Hypertension
31,Male,66.6,1.6,25.0,100,128,162,0.6,393.0,1898.0,1505.0,93.9,Cardio,2,5,Endurance,Evening,25.7,3.4,1,4,Active,Low,High-Protein,5.9,No,Regular,Diabetes
54,Male,75.3,1.7,25.5,100,128,148,1.0,670.5,2192.0,1522.0,120.1,Strength,4,3,Endurance,Evening,27.9,2.1,2,13,Active,Middle,Balanced,8.5,No,Regular,Diabetes
18,Male,85.2,2.0,21.4,100,150,170,1.8,1526.7,2246.0,719.0,121.6,HIIT,4,3,Endurance,Evening,13.6,3.5,3,83,Active,High,Vegetarian,6.0,No,Regular,None
50,Male,49.4,1.6,19.4,100,129,161,1.4,863.8,1246.0,382.0,81.5,Cardio,2,5,General Fitness,Evening,28.2,2.9,1,1,Sedentary,Middle,Balanced,7.8,No,Regular,Obesity
58,Male,95.8,1.7,33.4,100,151,183,0.6,426.8,2308.0,1881.0,213.6,Yoga,3,3,Weight Loss,Morning,28.6,2.9,1,4,Sedentary,Low,High-Protein,7.7,No,Regular,None
33,Female,54.6,1.7,19.7,100,128,146,1.3,785.6,1812.0,1026.0,116.3,HIIT,3,4,Muscle Gain,Morning,29.7,2.5,1,7,Sedentary,Middle,High-Protein,7.3,No,None,None
18,Female,48.2,1.5,21.2,100,135,166,1.0,653.3,1679.0,1026.0,92.9,Strength,2,5,Muscle Gain,Evening,26.4,1.6,1,9,Sedentary,Middle,Vegetarian,7.2,No,Occasional,None
20,Female,66.8,1.6,26.4,100,121,149,1.5,860.2,2083.0,1223.0,134.2,Cardio,3,5,Muscle Gain,Night,26.1,1.9,2,34,Sedentary,Low,Vegan,6.0,No,Regular,High Cholesterol
45,Male,52.8,1.8,15.2,100,161,189,1.2,956.8,2037.0,1080.0,115.7,Strength,3,4,Muscle Gain,Evening,25.6,2.5,1,1,Active,High,Vegan,7.4,No,Occasional,None
33,Female,64.0,1.6,24.4,100,146,173,1.8,1249.8,1705.0,455.0,105.2,Yoga,5,3,Endurance,Morning,19.9,2.7,3,79,Sedentary,High,Vegan,7.1,No,Regular,High Cholesterol
29,Female,57.8,1.8,18.2,97,123,144,0.7,441.1,1405.0,964.0,98.0,Yoga,3,3,Weight Loss,Night,33.5,2.6,1,2,Sedentary,Middle,Balanced,7.2,Yes,Occasional,None
42,Female,57.0,1.7,20.7,100,133,159,1.8,1052.3,1520.0,468.0,79.0,Cardio,5,3,Endurance,Night,16.3,2.7,3,27,Active,Middle,Balanced,6.4,No,Regular,Asthma
49,Male,79.1,1.8,23.7,100,124,153,2.0,1223.8,2271.0,1047.0,129.8,Yoga,5,2,Endurance,Afternoon,14.0,3.5,3,43,Mixed,High,High-Protein,8.0,No,Regular,None
22,Male,63.1,1.8,18.7,100,140,173,0.5,419.0,2162.0,1743.0,140.5,Strength,3,4,Muscle Gain,Evening,21.2,2.3,1,8,Sedentary,Low,Vegan,6.7,No,Occasional,None
41,Male,79.2,1.7,26.8,100,131,156,1.0,660.9,2619.0,1958.0,160.2,Cardio,4,3,Muscle Gain,Evening,27.4,3.1,2,32,Mixed,Middle,Balanced,6.8,No,Occasional,Obesity
36,Male,77.7,1.8,24.5,100,128,157,1.4,935.1,2745.0,1810.0,145.1,HIIT,4,3,Muscle Gain,Evening,26.7,2.1,2,23,Active,Middle,Balanced,7.9,No,Occasional,None
55,Female,48.4,1.8,16.4,100,160,186,1.3,921.1,1422.0,501.0,73.1,Strength,2,5,Endurance,Night,30.4,2.0,1,7,Sedentary,Middle,Vegetarian,7.2,No,Occasional,Diabetes
44,Male,52.1,1.8,15.0,100,161,178,1.2,982.5,1370.0,388.0,122.2,Strength,3,5,General Fitness,Morning,25.8,2.5,1,3,Mixed,Low,High-Protein,7.4,Yes,Occasional,Asthma
52,Female,75.2,1.6,28.8,100,155,186,1.4,970.8,2171.0,1200.0,165.5,Yoga,4,3,General Fitness,Evening,34.7,2.5,2,30,Sedentary,High,High-Protein,7.6,No,Regular,Obesity
19,Male,57.9,1.9,16.4,100,137,154,0.6,457.0,1834.0,1377.0,89.9,Cardio,3,4,General Fitness,Evening,22.8,3.7,1,5,Active,Low,Vegetarian,4.6,Yes,Regular,Hypertension
40,Male,82.3,1.9,23.1,100,127,160,1.9,1206.1,2963.0,1757.0,182.8,HIIT,5,3,Muscle Gain,Night,9.9,3.4,3,37,Sedentary,Middle,Vegetarian,6.1,Yes,Occasional,None
49,Male,50.8,1.7,18.3,100,155,189,1.3,1001.5,1602.0,600.0,122.9,Cardio,2,5,General Fitness,Night,24.0,3.0,1,8,Sedentary,Middle,High-Protein,6.5,No,None,None
43,Female,42.9,1.7,15.3,100,133,151,0.7,438.7,1249.0,810.0,63.1,Yoga,2,5,General Fitness,Night,33.9,1.9,1,5,Sedentary,Middle,Vegetarian,7.7,No,None,Hypertension
18,Male,60.8,1.9,17.9,100,121,138,0.9,604.4,1764.0,1160.0,87.0,Strength,3,3,General Fitness,Evening,23.4,3.0,1,1,Mixed,Low,Vegetarian,8.0,Yes,Occasional,Obesity
50,Male,102.5,1.7,36.3,100,127,157,0.6,325.2,2700.0,2375.0,133.6,HIIT,2,5,Weight Loss,Evening,21.3,2.9,1,9,Active,Low,Vegetarian,5.7,No,Regular,None
36,Male,77.1,1.8,24.3,100,128,154,1.4,946.1,2222.0,1276.0,124.3,HIIT,4,4,General Fitness,Afternoon,27.4,2.1,2,15,Mixed,Middle,Balanced,7.8,Yes,Regular,None
43,Female,61.5,1.5,25.5,100,136,158,1.6,941.9,1861.0,919.0,102.5,Yoga,5,1,Endurance,Afternoon,18.0,2.7,3,66,Mixed,High,Balanced,8.2,No,Regular,None
42,Female,58.2,1.6,23.3,93,120,151,1.8,990.0,1969.0,979.0,135.8,Cardio,4,3,General Fitness,Morning,17.6,2.8,3,83,Mixed,Middle,High-Protein,6.9,Yes,Regular,None
46,Male,128.5,1.6,46.8,100,158,179,0.8,586.0,3517.0,2931.0,296.2,Cardio,2,5,Weight Loss,Night,29.4,3.5,1,7,Sedentary,Middle,High-Protein,6.6,No,Occasional,None
28,Male,87.5,1.8,27.6,95,120,145,1.2,794.0,2058.0,1264.0,137.6,Yoga,3,4,Weight Loss,Night,28.3,3.5,2,21,Sedentary,Middle,Balanced,7.2,No,None,None
37,Female,72.8,1.7,25.9,100,130,162,0.5,358.9,2575.0,2216.0,171.1,Cardio,2,5,Muscle Gain,Afternoon,27.0,1.6,1,4,Sedentary,Low,High-Protein,7.7,No,None,Diabetes
22,Male,118.6,1.7,41.4,100,134,149,1.2,913.4,2660.0,1747.0,199.3,Yoga,3,5,Weight Loss,Morning,28.6,2.7,2,28,Mixed,Middle,Vegetarian,7.6,Yes,Regular,Hypertension
38,Female,57.6,1.6,23.7,100,132,149,1.6,1065.2,1217.0,152.0,89.3,HIIT,5,1,Weight Loss,Night,16.7,2.7,3,28,Sedentary,Middle,Balanced,7.6,No,Occasional,None
27,Male,88.3,2.0,22.2,100,154,172,1.8,1533.5,2843.0,1310.0,160.1,Cardio,4,3,General Fitness,Evening,11.5,3.5,3,65,Mixed,Middle,Vegetarian,7.9,No,Occasional,Obesity
24,Female,52.5,1.6,20.8,100,165,192,1.3,1056.0,1240.0,184.0,115.2,HIIT,2,5,Weight Loss,Night,31.8,2.4,1,9,Sedentary,Middle,High-Protein,7.6,No,Regular,None
20,Female,51.0,1.6,20.4,100,168,188,0.5,446.6,1584.0,1137.0,91.8,Yoga,2,5,Endurance,Morning,29.7,1.6,1,2,Mixed,Middle,Balanced,6.5,No,None,None
26,Male,61.1,1.8,19.5,100,143,171,1.5,1174.1,1472.0,298.0,116.3,Yoga,2,5,Weight Loss,Morning,26.5,3.1,1,4,Active,Middle,Vegetarian,5.4,No,Occasional,None
42,Male,113.4,1.8,34.3,100,134,153,1.4,976.3,3709.0,2733.0,269.0,Yoga,4,4,Muscle Gain,Afternoon,29.9,2.9,2,11,Active,Low,Balanced,6.1,No,Occasional,Diabetes
48,Male,57.1,1.9,15.7,100,134,164,1.1,769.2,1964.0,1195.0,118.7,Cardio,2,4,Muscle Gain,Morning,21.2,3.5,1,11,Mixed,High,Vegetarian,7.7,No,Occasional,Hypertension
27,Female,63.5,1.5,27.3,100,119,148,1.2,734.5,1535.0,800.0,72.0,Strength,4,3,Weight Loss,Morning,25.6,2.1,2,26,Mixed,Middle,Balanced,5.8,No,Regular,None
28,Male,109.0,1.8,33.9,100,120,149,1.3,877.4,2591.0,1714.0,169.6,HIIT,4,3,Weight Loss,Morning,25.0,2.1,2,22,Mixed,Middle,Balanced,6.8,No,Occasional,Diabetes
31,Female,58.3,1.7,18.6,100,130,148,1.2,762.4,1813.0,1051.0,94.2,Yoga,3,4,Endurance,Morning,26.1,1.8,2,14,Active,Middle,Balanced,6.6,No,Occasional,None
32,Male,102.0,1.8,33.3,100,141,163,1.4,1082.2,2411.0,1329.0,152.6,HIIT,3,3,Weight Loss,Morning,27.2,2.2,2,30,Mixed,High,Balanced,7.6,No,Occasional,Obesity
59,Male,88.6,1.6,34.1,100,124,154,1.4,881.2,1881.0,1000.0,72.4,Strength,3,4,Weight Loss,Night,23.0,3.6,2,8,Mixed,Middle,Vegan,7.9,No,Occasional,Hypertension
57,Female,74.7,1.7,26.4,100,158,188,1.0,743.2,2592.0,1849.0,173.5,Yoga,4,2,Muscle Gain,Morning,26.1,2.0,2,21,Mixed,Middle,Balanced,6.9,No,Regular,Obesity
18,Female,49.8,1.7,17.3,100,143,161,1.2,898.1,1495.0,597.0,115.6,Yoga,3,5,General Fitness,Afternoon,30.6,2.1,2,25,Mixed,High,High-Protein,7.1,No,Occasional,None
36,Female,58.4,1.8,18.8,100,126,153,1.0,611.0,2054.0,1443.0,119.0,Strength,3,4,Muscle Gain,Night,34.2,2.3,1,4,Mixed,Middle,High-Protein,9.0,No,Occasional,None
44,Male,93.1,1.8,28.9,100,155,182,1.3,1011.0,3361.0,2350.0,224.9,HIIT,2,5,Muscle Gain,Evening,23.1,3.4,1,10,Active,Low,High-Protein,7.4,Yes,Regular,Hypertension
42,Female,58.0,1.6,23.4,98,121,137,1.8,1035.0,1858.0,823.0,100.7,Cardio,4,2,Muscle Gain,Evening,17.4,2.7,3,47,Mixed,High,Vegan,7.0,No,Occasional,None
52,Female,62.8,1.7,21.3,100,152,169,1.8,1225.7,1969.0,743.0,91.0,Cardio,4,4,Endurance,Evening,15.7,2.7,3,77,Active,High,High-Protein,8.4,No,Regular,Hypertension
18,Female,65.6,1.5,28.7,100,128,150,1.2,813.8,1619.0,805.0,135.9,Cardio,3,4,Weight Loss,Evening,30.3,2.4,1,2,Mixed,Middle,High-Protein,7.6,No,Occasional,Hypertension
20,Male,101.9,1.9,27.2,100,143,172,1.3,1081.9,2392.0,1310.0,138.7,Cardio,3,3,Weight Loss,Night,29.4,2.7,2,25,Sedentary,High,Balanced,6.9,Yes,Occasional,None
48,Male,68.9,1.7,23.2,100,167,192,1.5,1203.4,2347.0,1144.0,144.2,HIIT,3,4,Muscle Gain,Afternoon,30.3,2.3,2,22,Active,High,Vegetarian,6.1,No,Occasional,None
56,Female,78.6,1.6,29.5,100,149,172,1.0,681.0,1871.0,1190.0,183.3,Strength,4,4,Weight Loss,Evening,31.4,2.0,2,24,Active,Middle,High-Protein,8.1,No,Occasional,Hypertension
37,Male,48.7,1.7,16.3,100,167,188,1.0,949.0,1446.0,497.0,75.5,Strength,4,3,Weight Loss,Evening,19.6,2.6,2,25,Mixed,Low,Balanced,6.7,No,Regular,Obesity
33,Female,47.8,1.6,18.3,100,160,187,1.0,864.4,1515.0,651.0,88.2,Strength,3,4,Endurance,Morning,28.4,1.7,2,21,Mixed,Middle,Vegetarian,7.1,Yes,None,None
31,Female,49.8,1.5,20.7,100,131,147,1.5,933.2,1518.0,585.0,50.3,Cardio,2,5,General Fitness,Evening,27.9,2.0,1,8,Active,Low,Vegan,7.0,No,Occasional,Hypertension
31,Female,64.1,1.7,22.7,100,145,167,2.0,1395.9,2040.0,644.0,139.7,Strength,5,1,Muscle Gain,Evening,17.3,2.7,3,74,Sedentary,Middle,Vegetarian,7.4,No,None,None
42,Male,94.1,1.6,35.7,100,140,161,1.1,773.9,3139.0,2365.0,167.6,Cardio,4,2,Muscle Gain,Night,22.9,3.1,2,26,Mixed,Middle,High-Protein,7.5,Yes,Regular,Hypertension
35,Male,88.4,1.7,30.4,100,161,187,1.9,1641.1,2703.0,1062.0,222.6,HIIT,5,3,General Fitness,Morning,12.5,3.5,3,72,Sedentary,Middle,High-Protein,5.6,No,Occasional,Hypertension
30,Female,59.9,1.8,19.3,100,127,160,1.7,1080.0,1752.0,672.0,106.6,HIIT,4,3,Endurance,Afternoon,14.6,2.7,3,27,Mixed,High,Balanced,6.7,Yes,Occasional,None
22,Female,69.1,1.8,22.7,100,157,178,1.5,1165.8,2050.0,884.0,125.5,Yoga,3,4,Endurance,Night,29.9,1.8,1,2,Mixed,Middle,High-Protein,4.9,No,Regular,None
46,Female,59.8,1.5,26.0,100,140,164,1.2,744.3,1674.0,930.0,89.2,Strength,4,3,Endurance,Afternoon,33.1,1.9,2,9,Sedentary,Middle,High-Protein,7.3,No,Occasional,None
48,Female,72.5,1.6,26.2,100,153,183,1.5,1000.5,1679.0,678.0,108.9,Yoga,4,2,Weight Loss,Night,32.5,1.9,2,26,Mixed,High,Balanced,8.1,No,Regular,None
49,Male,101.8,1.7,36.3,100,126,143,0.5,325.6,3275.0,2949.0,225.9,HIIT,2,5,Muscle Gain,Night,21.3,2.9,1,3,Sedentary,Low,Vegan,5.7,Yes,Occasional,None
42,Female,65.7,1.8,20.7,100,156,180,1.5,1059.6,2153.0,1093.0,146.2,HIIT,4,3,Muscle Gain,Night,32.6,1.7,2,35,Sedentary,High,High-Protein,8.3,No,Occasional,Diabetes
55,Female,78.0,1.6,29.7,100,148,168,1.0,688.5,1959.0,1270.0,201.8,Strength,4,3,Weight Loss,Evening,31.6,2.0,2,27,Sedentary,High,High-Protein,8.1,Yes,Regular,Diabetes
38,Female,58.4,1.7,22.3,100,167,199,0.9,761.5,1908.0,1146.0,127.9,HIIT,3,4,Muscle Gain,Evening,27.8,1.7,1,2,Mixed,Low,Vegetarian,8.5,No,Regular,None
57,Male,121.7,1.9,34.5,100,134,166,1.1,730.0,3038.0,2308.0,198.8,Cardio,3,4,Weight Loss,Night,27.7,3.6,1,5,Mixed,Low,Balanced,4.6,No,Occasional,Hypertension
25,Female,53.0,1.6,20.4,97,120,139,1.1,654.0,1513.0,859.0,90.3,Cardio,4,4,Endurance,Evening,34.3,1.9,2,25,Mixed,Middle,Balanced,6.2,No,Regular,Asthma
20,Male,127.7,1.9,34.8,100,145,166,0.6,489.2,3322.0,2833.0,149.2,Cardio,2,5,Weight Loss,Evening,26.1,2.0,1,5,Sedentary,Middle,Balanced,7.6,Yes,Regular,Obesity
56,Female,67.3,1.6,27.8,100,137,153,1.5,917.6,2092.0,1174.0,141.6,HIIT,4,3,Muscle Gain,Night,29.8,1.6,2,34,Sedentary,High,Balanced,7.9,No,Occasional,Diabetes
18,Female,72.5,1.8,23.6,100,137,162,1.3,882.7,1813.0,930.0,181.8,Strength,3,4,Weight Loss,Evening,32.3,2.6,2,14,Active,Middle,High-Protein,7.5,No,Regular,None
39,Male,92.3,1.7,32.3,100,154,181,1.1,935.4,2319.0,1384.0,130.8,Strength,4,2,Weight Loss,Night,21.1,2.5,2,27,Active,Middle,Balanced,8.2,No,None,None
55,Female,44.5,1.6,16.5,100,128,147,1.3,755.0,1484.0,729.0,69.4,Yoga,4,3,Endurance,Morning,26.9,1.7,2,28,Mixed,Low,High-Protein,6.7,No,Regular,None
23,Female,62.4,1.8,19.9,100,135,155,1.4,931.4,1974.0,1043.0,76.4,Cardio,4,3,General Fitness,Morning,27.5,2.3,2,35,Active,Middle,Balanced,6.7,No,None,Hypertension
48,Male,72.5,1.6,28.5,100,119,147,1.4,835.2,1634.0,799.0,62.7,Cardio,4,2,Weight Loss,Evening,21.5,3.6,2,32,Sedentary,High,Vegan,6.1,No,Occasional,None
26,Male,74.5,1.7,27.3,100,124,150,1.0,636.1,1787.0,1151.0,123.1,Yoga,2,4,Weight Loss,Evening,26.7,2.2,1,8,Sedentary,Low,Vegetarian,6.5,No,Occasional,None
47,Female,73.1,1.6,28.7,100,149,167,1.2,800.3,2416.0,1616.0,112.2,Strength,3,3,General Fitness,Evening,31.6,2.1,2,20,Active,High,Vegetarian,7.8,No,Regular,Asthma
59,Female,68.2,1.7,25.3,100,120,140,1.2,629.1,1834.0,1205.0,117.9,Cardio,3,3,Weight Loss,Morning,34.6,1.9,2,14,Sedentary,High,Vegetarian,7.2,No,Occasional,Obesity
23,Male,52.1,1.7,18.1,100,131,155,1.0,707.7,1507.0,799.0,129.1,Strength,3,3,General Fitness,Night,21.6,2.8,1,5,Mixed,High,High-Protein,7.7,No,Occasional,Asthma
52,Female,53.4,1.7,17.4,100,155,187,1.4,983.8,1897.0,913.0,110.6,Strength,3,3,Muscle Gain,Afternoon,32.5,1.8,2,29,Mixed,Low,Vegetarian,6.6,Yes,Occasional,None
49,Male,52.3,1.7,16.9,100,154,183,1.5,1132.3,1625.0,493.0,76.7,Yoga,2,4,Endurance,Afternoon,21.5,2.9,1,2,Mixed,Low,Vegan,6.5,No,Occasional,Obesity
33,Female,74.0,1.8,24.0,100,145,167,1.2,828.3,2331.0,1503.0,146.1,Strength,4,3,Muscle Gain,Afternoon,26.2,1.5,2,31,Sedentary,Low,Vegetarian,7.4,No,None,Hypertension
33,Male,128.8,1.6,48.5,100,128,151,1.0,727.3,3043.0,2316.0,289.1,Strength,4,4,Weight Loss,Evening,23.3,3.4,2,30,Sedentary,Middle,High-Protein,8.5,Yes,Occasional,Diabetes
19,Female,60.1,1.6,23.9,100,126,145,1.1,734.2,1747.0,1013.0,98.6,Cardio,2,5,Endurance,Morning,29.8,2.2,1,2,Active,Middle,Vegan,6.2,No,Occasional,None
19,Female,46.2,1.7,17.3,100,145,169,1.1,793.2,1395.0,602.0,112.2,Yoga,3,4,General Fitness,Morning,29.6,2.4,1,5,Mixed,Low,High-Protein,6.7,Yes,Occasional,Obesity
32,Male,87.0,1.9,25.2,100,142,176,1.5,1167.5,2727.0,1560.0,151.0,Cardio,5,2,Endurance,Evening,11.8,3.5,3,71,Mixed,High,Vegetarian,6.4,Yes,Occasional,None
43,Male,74.0,1.7,27.7,100,136,156,0.6,343.7,2416.0,2072.0,137.0,Strength,3,4,Muscle Gain,Morning,26.4,3.2,1,6,Mixed,Low,High-Protein,6.7,No,Regular,None
27,Female,71.5,1.7,25.8,100,139,169,1.5,1002.6,2394.0,1391.0,110.5,Strength,4,2,Endurance,Afternoon,28.3,1.5,2,21,Sedentary,Low,Vegetarian,7.7,No,Occasional,None
23,Male,53.1,1.7,18.5,100,164,181,0.6,548.8,1612.0,1063.0,121.2,Strength,3,5,Muscle Gain,Evening,29.2,2.1,1,4,Mixed,Low,Vegetarian,5.4,No,Regular,Hypertension
55,Female,75.3,1.7,25.8,100,158,182,1.1,750.4,2229.0,1479.0,119.2,Yoga,3,3,Endurance,Morning,31.5,2.5,1,8,Sedentary,Low,High-Protein,8.0,No,Occasional,Diabetes
19,Female,75.8,1.8,24.1,100,133,158,1.4,948.5,2596.0,1648.0,166.4,HIIT,4,3,Muscle Gain,Afternoon,27.0,2.1,2,15,Mixed,Middle,Balanced,7.4,No,Occasional,High Cholesterol
31,Male,105.3,1.7,38.4,100,142,167,0.6,430.2,3048.0,2618.0,166.7,Cardio,3,3,Endurance,Morning,26.6,3.0,1,3,Active,Low,Balanced,6.9,No,Occasional,None
34,Female,75.6,1.6,29.6,100,129,160,0.6,409.2,1744.0,1335.0,94.6,HIIT,2,5,Weight Loss,Afternoon,29.2,2.7,1,11,Mixed,High,Balanced,6.5,No,None,None
22,Male,74.8,1.9,19.6,100,141,159,1.3,1010.4,2719.0,1709.0,154.9,HIIT,3,4,Muscle Gain,Evening,28.2,2.5,2,34,Active,High,High-Protein,8.5,Yes,Occasional,Hypertension
45,Female,60.3,1.7,22.5,100,136,154,1.7,1041.9,1730.0,688.0,145.5,Cardio,4,2,General Fitness,Morning,17.7,2.8,3,28,Mixed,Middle,High-Protein,9.6,No,Occasional,None
19,Male,110.5,1.9,30.6,100,148,179,1.3,1101.6,2712.0,1610.0,167.4,Strength,2,5,Weight Loss,Evening,23.3,2.9,1,2,Active,Middle,Balanced,7.8,No,Occasional,Hypertension
33,Female,53.1,1.5,23.6,100,131,154,1.1,726.6,1423.0,696.0,121.7,Cardio,3,3,Weight Loss,Night,31.7,2.2,1,3,Mixed,Middle,High-Protein,8.8,No,Regular,None
41,Female,65.1,1.7,21.3,100,168,201,1.4,1064.5,2175.0,1110.0,122.7,Yoga,3,3,Endurance,Morning,26.6,1.7,2,13,Sedentary,Middle,Vegetarian,5.4,No,Occasional,Hypertension
22,Female,65.3,1.5,27.1,100,155,174,1.0,798.1,1717.0,919.0,96.5,Cardio,4,4,Weight Loss,Night,29.5,2.3,2,16,Mixed,Middle,Balanced,8.2,No,None,Diabetes
22,Male,88.0,1.9,24.2,100,127,147,1.9,1342.9,2788.0,1445.0,123.9,Strength,5,3,Endurance,Morning,11.3,3.5,3,44,Mixed,High,Vegetarian,6.8,No,Regular,None
44,Female,74.2,1.7,24.4,100,150,167,1.1,789.7,2104.0,1314.0,107.3,Cardio,4,4,General Fitness,Morning,30.2,2.3,2,35,Mixed,Middle,Balanced,5.4,Yes,Occasional,None
33,Male,83.5,1.6,30.8,100,123,138,1.8,1190.6,1802.0,611.0,139.4,Cardio,4,3,Weight Loss,Morning,12.9,3.5,3,42,Mixed,High,Vegetarian,8.1,No,None,None
56,Male,56.7,1.7,21.2,100,161,195,1.2,943.4,1859.0,916.0,104.0,HIIT,2,4,Muscle Gain,Evening,26.5,2.9,1,5,Sedentary,Middle,Vegetarian,6.5,No,None,Diabetes
44,Female,49.8,1.8,16.4,100,130,160,0.8,426.3,1428.0,1002.0,78.2,Cardio,2,5,Endurance,Evening,27.6,2.5,1,9,Mixed,Low,High-Protein,9.0,No,None,Hypertension
26,Female,57.9,1.8,18.3,100,142,167,1.4,980.8,1473.0,492.0,83.7,Cardio,2,5,Weight Loss,Afternoon,27.0,1.5,1,3,Sedentary,High,Vegetarian,7.0,No,None,Asthma
49,Male,57.0,1.9,15.2,100,130,157,1.1,711.2,1906.0,1195.0,112.7,Yoga,4,4,Muscle Gain,Evening,29.7,2.7,2,17,Active,Low,Balanced,7.0,No,Regular,High Cholesterol
50,Male,51.7,1.7,17.4,100,154,178,1.5,1144.8,1754.0,609.0,95.9,Yoga,2,4,General Fitness,Evening,21.0,2.9,1,10,Mixed,High,Balanced,6.5,No,Occasional,High Cholesterol
40,Female,54.7,1.8,17.4,100,151,168,1.8,1332.8,1720.0,387.0,80.1,Yoga,5,2,Endurance,Afternoon,17.3,2.7,3,78,Mixed,Middle,High-Protein,10.0,No,Regular,None
49,Female,71.0,1.7,24.9,100,136,159,1.2,730.5,1618.0,888.0,157.3,HIIT,2,4,Weight Loss,Evening,30.2,2.0,1,8,Mixed,Low,High-Protein,7.6,No,Regular,Hypertension
32,Male,115.2,2.0,28.2,100,125,151,1.4,917.6,2821.0,1903.0,174.6,Strength,2,4,Weight Loss,Night,28.0,3.4,1,5,Sedentary,Middle,Balanced,5.6,No,Occasional,Diabetes
52,Male,84.1,1.8,26.2,100,152,180,1.8,1357.1,2497.0,1140.0,154.2,Yoga,4,4,Endurance,Morning,15.0,3.5,3,42,Mixed,Middle,Balanced,7.8,No,Occasional,Diabetes
53,Male,123.9,1.9,33.7,100,131,146,1.3,903.7,3462.0,2558.0,212.0,Strength,3,5,Endurance,Afternoon,27.9,2.9,2,32,Sedentary,High,High-Protein,6.8,No,Regular,Obesity
33,Male,102.0,1.7,35.7,100,135,167,0.9,708.3,3068.0,2360.0,166.8,HIIT,2,5,Endurance,Afternoon,27.2,3.2,1,6,Active,Low,Balanced,7.3,No,None,Hypertension
18,Female,53.6,1.7,17.4,100,165,196,1.2,993.5,1784.0,790.0,121.9,Cardio,2,5,Muscle Gain,Afternoon,29.2,2.2,1,3,Mixed,Middle,Balanced,5.9,Yes,None,None
19,Female,60.5,1.6,23.5,100,127,150,1.1,740.1,1855.0,1115.0,87.7,Cardio,2,5,General Fitness,Evening,30.3,2.1,1,9,Mixed,Low,Vegetarian,6.2,No,None,None
47,Female,52.6,1.7,19.0,100,129,152,0.7,443.5,1507.0,1064.0,93.6,Yoga,3,5,Endurance,Afternoon,32.7,1.8,1,2,Mixed,Low,Balanced,8.2,No,Occasional,None
34,Female,68.7,1.5,29.2,100,133,157,1.4,922.4,2226.0,1304.0,147.0,HIIT,2,5,Muscle Gain,Evening,28.2,2.1,1,3,Active,Low,Balanced,6.1,No,None,Hypertension
24,Female,65.6,1.8,21.0,100,139,172,0.9,632.9,1883.0,1250.0,127.6,Cardio,3,5,Endurance,Afternoon,27.7,2.6,1,7,Active,Middle,Balanced,8.3,No,Occasional,None
